[5/15/2026, 12:39:49 PM] SUCCESS - Record 1/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 6:31:35 PM] SUCCESS - Record 41/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 6:32:43 PM] SUCCESS - Record 42/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 6:33:50 PM] SUCCESS - Record 43/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 6:34:58 PM] SUCCESS - Record 44/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 6:36:06 PM] SUCCESS - Record 45/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 6:37:13 PM] SUCCESS - Record 46/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 6:38:21 PM] SUCCESS - Record 47/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 6:39:28 PM] SUCCESS - Record 48/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 6:40:36 PM] SUCCESS - Record 49/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 6:41:44 PM] SUCCESS - Record 50/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 6:42:51 PM] SUCCESS - Record 51/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 6:44:00 PM] SUCCESS - Record 52/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 6:45:07 PM] SUCCESS - Record 53/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 6:46:15 PM] SUCCESS - Record 54/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 6:47:23 PM] SUCCESS - Record 55/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 6:48:30 PM] SUCCESS - Record 56/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 6:49:38 PM] SUCCESS - Record 57/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 6:50:45 PM] SUCCESS - Record 58/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 6:51:53 PM] SUCCESS - Record 59/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 6:53:01 PM] SUCCESS - Record 60/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 6:54:08 PM] SUCCESS - Record 61/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 6:55:16 PM] SUCCESS - Record 62/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 6:56:23 PM] SUCCESS - Record 63/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 6:57:31 PM] SUCCESS - Record 64/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 6:58:39 PM] SUCCESS - Record 65/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 6:59:47 PM] SUCCESS - Record 66/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 7:00:54 PM] SUCCESS - Record 67/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 7:02:02 PM] SUCCESS - Record 68/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 7:03:10 PM] SUCCESS - Record 69/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 7:04:17 PM] SUCCESS - Record 70/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 7:05:25 PM] SUCCESS - Record 71/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 7:06:33 PM] SUCCESS - Record 72/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 7:07:40 PM] SUCCESS - Record 73/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 7:08:48 PM] SUCCESS - Record 74/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 7:09:56 PM] SUCCESS - Record 75/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 7:11:04 PM] SUCCESS - Record 76/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 7:12:12 PM] SUCCESS - Record 77/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 7:13:20 PM] SUCCESS - Record 78/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 7:14:28 PM] SUCCESS - Record 79/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 7:15:38 PM] SUCCESS - Record 80/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 7:16:46 PM] SUCCESS - Record 81/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 7:17:54 PM] SUCCESS - Record 82/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 7:19:02 PM] SUCCESS - Record 83/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 7:20:11 PM] SUCCESS - Record 84/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 7:21:19 PM] SUCCESS - Record 85/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 7:22:27 PM] SUCCESS - Record 86/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 7:23:35 PM] SUCCESS - Record 87/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 7:24:44 PM] SUCCESS - Record 88/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 7:25:52 PM] SUCCESS - Record 89/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 7:27:00 PM] SUCCESS - Record 90/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 7:28:08 PM] SUCCESS - Record 91/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 7:29:16 PM] SUCCESS - Record 92/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 7:30:25 PM] SUCCESS - Record 93/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 7:31:34 PM] SUCCESS - Record 94/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 7:32:42 PM] SUCCESS - Record 95/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 7:33:51 PM] SUCCESS - Record 96/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 7:34:59 PM] SUCCESS - Record 97/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 7:36:07 PM] SUCCESS - Record 98/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 7:37:16 PM] SUCCESS - Record 99/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 7:38:24 PM] SUCCESS - Record 100/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 7:39:32 PM] SUCCESS - Record 101/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 7:40:41 PM] SUCCESS - Record 102/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 7:41:50 PM] SUCCESS - Record 103/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 7:42:59 PM] SUCCESS - Record 104/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 7:44:08 PM] SUCCESS - Record 105/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 7:45:16 PM] SUCCESS - Record 106/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 7:46:25 PM] SUCCESS - Record 107/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 7:47:35 PM] SUCCESS - Record 108/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 7:48:44 PM] SUCCESS - Record 109/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 7:49:53 PM] SUCCESS - Record 110/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 7:51:01 PM] SUCCESS - Record 111/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 7:52:10 PM] SUCCESS - Record 112/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 7:53:19 PM] SUCCESS - Record 113/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 7:54:27 PM] SUCCESS - Record 114/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 7:55:36 PM] SUCCESS - Record 115/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 7:56:44 PM] SUCCESS - Record 116/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 7:57:52 PM] SUCCESS - Record 117/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 3 – 4
