[5/15/2026, 12:39:08 PM] SUCCESS - Record 5/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 7:04:29 PM] SUCCESS - Record 70/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 7:05:36 PM] SUCCESS - Record 71/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 7:06:44 PM] SUCCESS - Record 72/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 7:07:52 PM] SUCCESS - Record 73/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 7:08:59 PM] SUCCESS - Record 74/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 7:10:07 PM] SUCCESS - Record 75/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 100, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 7:11:15 PM] SUCCESS - Record 76/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 7:12:23 PM] SUCCESS - Record 77/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 7:13:30 PM] SUCCESS - Record 78/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 7:14:38 PM] SUCCESS - Record 79/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 7:15:46 PM] SUCCESS - Record 80/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 7:16:54 PM] SUCCESS - Record 81/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 7:18:01 PM] SUCCESS - Record 82/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 7:19:09 PM] SUCCESS - Record 83/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 7:20:17 PM] SUCCESS - Record 84/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 7:21:25 PM] SUCCESS - Record 85/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 7:22:32 PM] SUCCESS - Record 86/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 7:23:40 PM] SUCCESS - Record 87/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 7:24:47 PM] SUCCESS - Record 88/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 7:25:55 PM] SUCCESS - Record 89/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 7:27:03 PM] SUCCESS - Record 90/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 7:28:10 PM] SUCCESS - Record 91/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 7:29:18 PM] SUCCESS - Record 92/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 7:30:25 PM] SUCCESS - Record 93/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 7:31:34 PM] SUCCESS - Record 94/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 7:32:42 PM] SUCCESS - Record 95/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 7:33:50 PM] SUCCESS - Record 96/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 7:34:57 PM] SUCCESS - Record 97/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 7:36:05 PM] SUCCESS - Record 98/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 7:37:13 PM] SUCCESS - Record 99/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 7:38:21 PM] SUCCESS - Record 100/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 200, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 7:39:28 PM] SUCCESS - Record 101/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 7:40:36 PM] SUCCESS - Record 102/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 7:41:44 PM] SUCCESS - Record 103/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 7:42:52 PM] SUCCESS - Record 104/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 7:44:00 PM] SUCCESS - Record 105/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 7:45:08 PM] SUCCESS - Record 106/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 7:46:16 PM] SUCCESS - Record 107/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 7:47:24 PM] SUCCESS - Record 108/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 7:48:32 PM] SUCCESS - Record 109/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 7:49:40 PM] SUCCESS - Record 110/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 7:50:48 PM] SUCCESS - Record 111/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 7:51:56 PM] SUCCESS - Record 112/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 7:53:03 PM] SUCCESS - Record 113/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 7:54:11 PM] SUCCESS - Record 114/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 7:55:19 PM] SUCCESS - Record 115/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 7:56:27 PM] SUCCESS - Record 116/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 7:57:35 PM] SUCCESS - Record 117/200: Product: Custom Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 3 – 4
